ID,N,PF,PRF,RF,SF,SPF,SRF,SPRF
931,0.005541,-0.021841,0.013514,0.003008,9.80E-05,-0.000786,-0.008549,-0.000354
932,0.000393,0.013665,-0.009923,-0.00128,0.006058,-0.001987,0.009866,0.003623
933,0.001932,0.004702,0.010114,0.001166,-0.002268,0.001543,0.001467,0.000897
934,0.00114,-0.007221,-0.005978,-0.001223,-0.000255,0.009043,0.015358,-2.54E-05
935,-0.001685,0.009546,0.003537,0.004901,0.006106,-0.000124,0.002887,0.006216
936,0.004455,-0.005167,0.003886,-0.00205,-0.005597,-0.002954,-0.005429,-0.003344
937,7.20E-05,0.004356,-0.003537,0.005734,0.010946,-0.000439,-0.013648,0.001947
938,0.004428,0.000701,0.007182,0.001993,-0.002714,0.007184,-6.31E-05,0.004432
939,-0.000254,-0.002452,-0.004808,0.00052,0.003076,0.004439,0.00842,-0.001007
940,0.004786,0.009402,0.011447,-0.001137,-0.002755,-0.001097,0.006958,0.004877
941,-0.002334,-0.007839,-0.00854,0.00065,0.005437,-0.003026,0.002675,-0.000764
942,0.002093,0.012233,0.002313,0.002925,-0.003541,0.004689,0.00382,0.007497
943,0.000116,-0.00184,0.006291,0.000353,0.010001,0.004105,-0.000991,-0.007279
944,0.003602,-0.001419,-0.00334,0.002695,-0.004484,0.002879,-0.006159,0.006874
945,0.004954,0.008064,0.00779,0.002276,0.005011,-0.003232,-0.003859,-0.004128
946,-0.00314,-0.007069,-0.006439,0.002261,0.000258,0.000966,0.005744,0.013417
947,0.004495,0.011649,0.009687,0.002968,0.000529,0.006432,0.009798,-0.007116
948,-0.002223,-0.01044,-0.006117,-0.003469,0.001682,0.00299,0.006048,0.001652
949,0.0052,0.010615,0.005161,0.000313,0.001,-0.003484,-0.004786,0.005885
950,-0.00133,-0.000798,0.001047,0.000306,0.004138,-6.63E-05,-0.001765,-0.000203
951,0.003258,0.004576,-0.000154,0.005891,0.002525,0.007377,-0.00034,0.000234
952,0.004217,-0.00505,0.00933,0.006547,0.00021,0.004506,0.00353,-0.00163
953,-0.001803,0.004115,-0.013167,-0.002467,-0.002808,-0.004142,-0.003968,0.01123
954,0.003328,-0.000149,0.01501,-0.001806,0.006729,0.000128,0.00564,-0.000437
955,-1.89E-05,0.004143,-0.006101,0.000193,-0.001453,0.003375,0.003781,-0.00152
956,0.00208,-0.002923,0.005715,0.003579,0.005281,0.006442,0.007762,0.000222
957,0.00075,0.005357,-0.000225,-0.000957,-0.001339,-0.000617,-0.007577,0.001286
958,0.003144,0.000972,-0.000627,0.00276,0.00348,5.77E-05,-0.004161,0.006398
959,0.003589,1.20E-06,0.00622,0.005956,0.00078,0.001922,0.00343,-0.004088
960,-0.002335,0.004424,-0.0061,-0.000114,-0.00027,0.000619,0.003715,0.005743
961,0.003711,-0.002103,0.012119,0.001272,0.00435,0.002906,0.002101,0.001519
962,-0.000914,0.001945,-0.009159,-0.004979,-0.000683,0.003563,0.015299,9.60E-05
963,0.003967,0.003403,0.006708,0.007293,0.005249,0.001496,-0.019142,0.004153
964,0.002279,0.000825,0.001548,-0.001398,-0.000683,-0.001549,0.008828,-0.000575
965,0.000448,0.005191,-0.002605,0.003158,0.002881,0.005501,0.002667,0.00448
966,0.001528,-0.002966,0.006368,0.00159,-0.001343,-0.000394,-0.001753,-0.003072
967,-9.04E-05,0.001096,-0.002518,0.002709,0.003915,0.000663,0.003559,0.004782
968,0.005105,0.001472,0.006101,0.000695,-0.000313,0.001659,-0.003436,-0.000429
969,0.001412,0.005309,-0.00489,-0.000974,0.003831,0.003778,0.011722,0.006444
970,-0.002263,-0.005759,0.004341,0.001982,-0.00037,0.004743,-0.009277,-0.000729
971,0.004875,0.011224,0.002158,-1.76E-05,0.00493,-0.000174,0.007456,-0.001454
972,0.000163,-0.005861,-0.000625,0.003492,-0.001353,-0.003096,-0.005667,0.002428
973,0.003885,0.003224,0.004947,0.002326,0.001787,0.003256,0.008813,0.004764
974,-0.003328,0.004862,-0.002276,0.001138,0.000546,0.003828,-0.006223,-0.000151
975,0.006548,-0.004833,0.003963,0.002406,0.002844,0.000568,0.008522,0.003594
976,-0.00047,0.008644,0.001213,-0.002279,0.001994,0.002242,-0.001738,-0.000741
977,0.002215,-0.003485,-0.00317,0.002617,0.002306,0.00415,0.005761,0.005161
978,0.002564,0.007368,0.007651,0.000779,0.001216,0.003298,-0.005864,-0.00252
979,-0.002573,-0.00217,-0.003248,0.004528,0.00072,-0.002493,0.006698,0.002738
980,0.004548,0.000221,0.006284,0.002067,0.000712,-0.002592,-0.000692,0.000618
981,0.003605,0.004705,-0.001323,-0.001255,0.003594,0.004527,0.003188,0.007983
982,-0.001734,-0.00216,0.001611,0.000258,0.000836,0.005557,7.14E-05,0.001616
983,0.003561,0.005991,0.002567,0.002139,0.002105,0.003528,-0.001553,-0.002225
984,-1.70E-05,0.000604,-0.000302,0.001422,0.000447,0.00012,0.00635,-0.003789
985,0.003258,-0.006858,0.001373,0.002336,0.003204,-1.76E-05,0.00092,0.00378
986,-0.001261,0.013168,0.00285,-0.000246,0.000295,-0.000469,-0.002208,0.00985
987,0.005402,-0.007242,-0.000385,0.005977,0.000855,0.002596,-0.000572,-0.002572
988,-0.000644,0.007466,0.003884,-0.002588,0.002345,0.001387,0.004226,0.00446
989,0.002451,-0.005611,0.000975,0.000755,0.00162,0.004103,0.00539,-0.006009
990,0.000429,0.00928,0.004552,6.16E-05,0.002824,0.001555,-0.006428,0.008682
991,0.001192,-0.004758,-0.009099,0.006692,0.000884,0.005434,0.005699,-0.004091
992,0.005427,0.007077,0.014423,-0.001546,0.000982,-0.002568,-0.000651,0.004295
993,-0.002932,-0.003445,-0.007244,0.001467,0.001732,-0.000297,0.006386,0.000864
994,0.004335,0.002086,0.004073,-0.000201,0.001722,0.00127,-0.000989,0.006347
995,-0.001906,0.006587,0.000914,0.004604,0.001835,0.002728,-0.002264,0.002302
996,0.007263,-0.002143,0.003105,0.001904,0.001194,0.005862,0.001769,-0.002066
997,-0.003174,0.000321,0.000728,-0.000418,0.002653,0.001815,0.007954,0.000125
998,0.003891,0.002604,0.002262,0.000195,0.002019,-0.000316,-0.003524,-0.000554
999,9.93E-05,0.000416,-0.001883,0.000149,0.00018,-0.001015,0.000253,0.008537
1000,0.003307,0.004665,0.007591,0.002903,7.27E-05,0.004065,0.001873,-0.002417
1001,-1.39E-06,-0.004076,-0.010819,0.005501,0.002126,0.002239,0.004506,0.00567
1002,0.001359,0.008843,0.011249,-0.00209,0.001859,0.000829,-0.002978,-0.000789
1003,0.002332,-0.007884,-0.000697,0.003576,0.00431,-0.000535,1.68E-05,0.00196
1004,0.003815,0.012363,0.009731,-0.00135,-0.000455,0.005744,0.003146,-0.003039
1005,-0.000124,-0.008356,-0.007822,0.003124,0.000918,0.002904,0.005025,0.005547
1006,0.000456,0.008322,-0.00449,-0.00244,0.001202,0.001328,-0.001073,0.000951
1007,0.000396,-5.53E-05,0.015449,0.004012,0.001357,-0.004316,-0.002629,0.002223
1008,0.004276,-0.000705,-0.026958,0.003945,0.000918,0.002912,0.003114,0.005473
1009,-0.00014,0.007516,0.044042,0.001365,0.003631,0.000536,0.007365,0.000252
1010,0.00452,-0.003576,-0.0273,4.93E-05,0.002378,0.012919,0.00265,0.001627
1011,-0.00045,0.00516,0.020207,3.15E-06,0.001452,-0.004254,-0.010542,-0.005952
1012,0.002693,-0.004399,-0.014017,0.00296,-0.000939,-0.000101,0.006696,0.008013
1013,-0.001892,0.008481,0.008713,0.003299,-0.000924,-0.002727,0.003099,0.001544
1014,0.003716,-0.00256,-0.019212,-0.006893,0.004393,0.007801,0.009786,0.006315
1015,0.000758,0.001733,0.028687,0.006505,0.004085,0.000418,-0.014913,-0.00339
1016,0.003186,0.003083,-0.0134,0.005357,0.000382,-0.000209,0.008568,0.00199
1017,0.002461,-0.001434,0.017583,0.006175,-0.000459,0.006131,0.000964,0.000316
1018,0.000355,0.006113,-0.017008,-0.005288,0.001398,0.003889,0.00962,0.003803
1019,0.001864,-0.004916,0.017473,-0.004199,0.001543,4.80E-05,-0.015399,0.00025
1020,0.00018,0.003934,-0.01331,0.003857,0.001914,-0.008606,0.005899,0.001556
1021,0.001674,0.002627,0.007666,0.003009,0.001215,0.003724,0.010081,0.003133
1022,0.000472,0.002623,-0.003347,0.005251,0.003402,0.009143,0.003462,0.003994
1023,0.005547,0.000595,0.014417,-0.001879,0.001396,0.007092,-0.009829,0.000134
1024,0.001158,-0.000624,-0.0063,0.007213,-4.17E-05,-0.008014,-0.001213,-0.002952
